support_key,support_size,loss,gain_from_empty,delta_from_router,pairwise_synergy
"16,20",2,4.149519920349121,0.014111042022705078,1.2814128398895264,0.11781835556030273
"16,21",2,4.198606491088867,-0.034975528717041016,1.3304994106292725,0.20172500610351562
"16,22",2,4.178407192230225,-0.014776229858398438,1.3103001117706299,0.20735502243041992
"16,23",2,4.241863250732422,-0.0782322883605957,1.3737561702728271,0.20244646072387695
"17,18",2,4.160434246063232,0.00319671630859375,1.2923271656036377,0.10867786407470703
"17,19",2,4.106986999511719,0.05664396286010742,1.238879919052124,0.13943862915039062
"17,20",2,4.165696620941162,-0.0020656585693359375,1.2975895404815674,0.0019245147705078125
"17,21",2,4.200340747833252,-0.03670978546142578,1.3322336673736572,0.10027360916137695
"17,22",2,4.25958251953125,-0.09595155715942383,1.3914754390716553,0.026462554931640625
"17,23",2,4.236435890197754,-0.07280492782592773,1.3683288097381592,0.10815668106079102
"18,19",2,4.1409783363342285,0.022652626037597656,1.2728712558746338,0.20294809341430664
"18,20",2,4.131585121154785,0.032045841217041016,1.2634780406951904,0.13353681564331055
"18,21",2,4.2046637535095215,-0.04103279113769531,1.3365566730499268,0.1934514045715332
"18,22",2,4.189999103546143,-0.026368141174316406,1.3218920230865479,0.19354677200317383
"18,23",2,4.241513729095459,-0.07788276672363281,1.3734066486358643,0.20057964324951172
"19,20",2,4.0908684730529785,0.07276248931884766,1.2227613925933838,0.1515669822692871
"19,21",2,4.161957263946533,0.0016736984252929688,1.2938501834869385,0.2134714126586914
"19,22",2,4.1436076164245605,0.020023345947265625,1.2755005359649658,0.21725177764892578
"19,23",2,4.213109016418457,-0.04947805404663086,1.3450019359588623,0.2062978744506836
"20,21",2,4.158310413360596,0.005320549011230469,1.290203332901001,0.13831377029418945
"20,22",2,4.20447301864624,-0.04084205627441406,1.3363659381866455,0.07758188247680664
"20,23",2,4.173895835876465,-0.010264873504638672,1.3057887554168701,0.16670656204223633
"21,22",2,4.219493389129639,-0.0558624267578125,1.351386308670044,0.1955547332763672
"21,23",2,4.279365062713623,-0.11573410034179688,1.4112579822540283,0.1942305564880371
"22,23",2,4.25368070602417,-0.09004974365234375,1.3855736255645752,0.20534563064575195
